proofed,bandnumb,bandseen,location,status,nuegg,nuch,bandgap,subcolony,flagged,chick1size,chick2size,chick1age,chick2age,sex,sexhow,nestpos,date,initials,notes,lat,lon,datum,orig_col,colony
1,79231,"Y","M","PBN",0,0,0,"18"," ","","",0,0,"M","EV",3,11/07/2021,"AS","MALE BY TIME ALSO",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48391,"Y","M","P/INC",1,0,0,"20","Y","","",0,0,"F","BS",2,11/07/2021,"AS","GPS",-77.451849,169.230641,"WGS84","CROZ","CROZ"
1,71721,"Y","QR","P/WBN",0,0,0,""," ","","",0,0,"F","TIME",1,11/08/2021,"GB","BOTH BIRDS ABOUT THE SAME SIZE BUT THIS ONE CLEAN. LYT",-77.456594,169.227624,"WGS84","CROZ","CROZ"
1,71050,"Y","QR","P/FBN",0,0,1,""," ","","",0,0,"F","SIZE",1,11/08/2021,"GB","1 TERRITORY UPHILL FROM LAST YEAR'S FLAG",-77.456055,169.229258,"WGS84","CROZ","CROZ"
1,46746,"Y","P","P/FBN",0,0,9,""," ","","",0,0,"M","SIZE",1,11/08/2021,"GB","AT LAST YEAR'S FLAG",-77.455327,169.228041,"WGS84","CROZ","CROZ"
1,5902,"Y","P","P/INC",1,0,0,"","Y","","",0,0,"F","SIZE",2,11/08/2021,"GB","AT LAST YEARS FLAG",-77.454783,169.223210,"WGS84","BIRD","CROZ"
1,71329,"Y","C","P/FBN",0,0,0,""," ","","",0,0,"F","TM",1,11/08/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65831,"Y","C","P/WBN",0,0,0,""," ","","",0,0,"M","SIZE",1,11/08/2021,"GB","1M UPHILL FROM LAST YEARS FLAG",-77.453755,169.224659,"WGS84","CROZ","CROZ"
1,50494,"Y","P","P/FBN",0,0,0,""," ","","",0,0,"M","TIME",4,11/08/2021,"GB","DID NOT SEE THE FLAG",-77.454608,169.229760,"WGS84","CROZ","CROZ"
1,71376,"Y","P","FBN",0,0,0,""," ","","",0,0,"M","TIME",1,11/08/2021,"GB","",-77.455080,169.232629,"WGS84","CROZ","CROZ"
1,70437,"Y","L","P/FBN",0,0,0,""," ","","",0,0,"F","TM",5,11/08/2021,"GB","AT LAST YEARS FLAG",-77.454035,169.234267,"WGS84","CROZ","CROZ"
1,66199,"Y","L","P/FBN",0,0,1,"LIS"," ","","",0,0,"M","TIME",1,11/08/2021,"GB","L ISLAND",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,74569,"Y","L","P/INC",9,0,2,""," ","","",0,0,"M","MTM",0,11/08/2021,"GB","COULD NOT SEE HOW MANY TERRITORIES IN ON THE OTHER SIDE OF RIDGE",-77.453682,169.236414,"WGS84","CROZ","CROZ"
1,71762,"Y","L","P/INC",9,0,1,"LCITY"," ","","",0,0,"F","TM",7,11/08/2021,"GB","",-77.453259,169.236784,"WGS84","CROZ","CROZ"
1,70516,"Y","N","P/PBN",0,0,2,""," ","","",0,0,"M","BS",2,11/08/2021,"AS","@LYT GPSD",-77.450591,169.220980,"WGS84","CROZ","CROZ"
1,70581,"Y","QR","FBN",0,0,1,""," ","","",0,0,"M","TIME",2,11/08/2021,"GB","AT LAST YEARS FLAG - NAIL ONLY",-77.456453,169.234497,"WGS84","CROZ","CROZ"
1,50197,"Y","N","PBN",0,0,2,""," ","","",0,0,"M","TIME",4,11/08/2021,"AS","BACK NEAR OLD SPOT, 2 NESTS FROM TAG FROM 2YA",-77.451850,169.224630,"WGS84","CROZ","CROZ"
1,69361,"Y","C","P/INC",9,0,1,""," ","","",0,0,"F","SIZE",2,11/08/2021,"GB","2 TERRITORIES NW OF LAST YEARS FLAG (TO THE RIGHT LOOKING UPHILL)",-77.452910,169.224714,"WGS84","CROZ","CROZ"
1,79191,"Y","B","PBN",0,0,0,""," ","","",0,0,"M","TIME",1,11/08/2021,"AS","@LYT GPS",-77.451677,169.229620,"WGS84","CROZ","CROZ"
1,69449,"Y","C","P/FBN",0,0,1,""," ","","",0,0,"F","SIZE",3,11/08/2021,"GB","AT LAST YEARS FLAG",-77.452807,169.224116,"WGS84","CROZ","CROZ"
1,79472,"Y","B","P/FBN",0,0,0,""," ","","",0,0,"F","BS",8,11/08/2021,"AS","GPSD FROM EDGE, DIDN'T GO INTO SUBCOL",-77.451620,169.231302,"WGS84","CROZ","CROZ"
1,48840,"Y","B","P/PBN",0,0,0,""," ","","",0,0,"M","MTM",4,11/08/2021,"AS","BACK NEAR USUAL SPOT. GLAD TO SEE WITH MATE",-77.451604,169.231663,"WGS84","CROZ","CROZ"
1,70447,"Y","L","P/FBN",0,0,0,"LBCH"," ","","",0,0,"M","HS",1,11/08/2021,"AS","GPSD",-77.453283,169.239533,"WGS84","CROZ","CROZ"
1,70147,"Y","E","P/INC",1,0,0,"","Y","","",0,0,"M","BS",1,11/08/2021,"AS","@LYT, WROTE ON LYT BECAUSE COULDN'T GET OUT. GPSD",-77.455441,169.242042,"WGS84","CROZ","CROZ"
1,71329,"Y","C","P/FBN",0,0,0,""," ","","",0,0,"F","TIME",1,11/07/2021,"GB","AT LAST YEARS FLAG",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,66336,"Y","HK","P/FBN",0,0,0,""," ","","",0,0,"M","HS",9,11/08/2021,"AS","@LYT, GPS FROM EDGE",-77.455867,169.247651,"WGS84","BIRD","CROZ"
1,72039,"Y","B","P/FBN",0,0,1,"","N","","",0,0,"M","MTM",11,11/08/2021,"DK","@LYT GPSD. BROKEN BUT LARGELY INTACT DIRTY EGGSHELL (MAYBE LAST YEARS?) ON THE NEST "WALL" ON TOP OF THE PEBBLES",-77.449546,169.219275,"WGS84","CROZ","CROZ"
1,70297,"Y","B","P/PBN",0,0,1,"","N","","",0,0,"U","",4,11/08/2021,"DK","@LYT GPSD. MALE? HEAD SIZE LOOKED MAYBE BIGGER",-77.449004,169.222147,"WGS84","CROZ","CROZ"
1,74927,"Y","M","FBN",0,0,2,"23A","N","","",0,0,"U","",1,11/10/2021,"DK","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72148,"Y","M","P/INC",1,0,0,"23","Y","","",0,0,"U","",1,11/10/2021,"DK","AS PLACED FLAG & GPSD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,51491,"Y","M","P/FBN",0,0,0,"23","N","","",0,0,"M","HS",3,11/10/2021,"DK","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48391,"Y","M","INC",8,0,0,"20","N","","",0,0,"M","MTM",2,11/10/2021,"DK","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79231,"Y","M","PBN",0,0,0,"18","N","","",0,0,"M","TIME",3,11/10/2021,"DK","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71362,"N","M","INC",2,0,9,"18","N","","",0,0,"U","",3,11/10/2021,"DK","UB BIRD INC 2 ON NEST, BB NOWHERE NEARBY.",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70545,"Y","M","P/WBN",0,0,1,"18","N","","",0,0,"U","",2,11/10/2021,"DK","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79483,"Y","M","FBN",0,0,0,"12","N","","",0,0,"M","EV",2,11/10/2021,"DK","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50395,"Y","M","P/FBN",0,0,0,"23","N","","",0,0,"U","",1,11/10/2021,"DK","FEMALE? HEAD SIZE LOOKED SMALLER",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48379,"Y","M","P/FBN",0,0,0,"7","N","","",0,0,"M","MTM",2,11/10/2021,"DK","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69555,"N","M","INC",8,0,9,"15-17","N","","",0,0,"U","",1,11/10/2021,"DK","UB ONLY",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65831,"Y","C","P/INC",1,0,0,"","Y","","",0,0,"U","",1,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71329,"Y","C","P/INC",9,0,0,""," ","","",0,0,"U","",1,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,66199,"Y","L","FBN",0,0,1,"LIS"," ","","",0,0,"M","TIME",1,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,74569,"Y","L","P/INC",9,0,1,""," ","","",0,0,"U","",3,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70996,"Y","M","P/FBN",0,0,2,"MIS"," ","","",0,0,"F","SIZE",2,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65272,"Y","M","FBN",0,0,1,"40"," ","","",0,0,"M","EV",3,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71896,"Y","M","P/INC",9,0,0,"40"," ","","",0,0,"M","SIZE",8,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70349,"Y","M","P/INC",9,0,0,"40"," ","","",0,0,"M","SIZE",4,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,66102,"Y","M","P/INC",9,0,1,"40"," ","","",0,0,"M","MTM",2,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,66038,"Y","M","P/WBN",0,0,0,"39"," ","","",0,0,"M","SIZE",3,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71632,"Y","M","P/WBN",0,0,0,"2"," ","","",0,0,"M","SIZE",3,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71439,"Y","M","FBN",0,0,1,"3A"," ","","",0,0,"M","EV",2,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72030,"Y","M","P/FBN",0,0,1,"3A"," ","","",0,0,"F","MEV",1,11/10/2021,"GB","(MATE EV)",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79476,"Y","M","P/INC",9,0,0,"2"," ","","",0,0,"M","SIZE",3,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65677,"Y","M","P/SC",0,0,0,"2"," ","","",0,0,"M","SIZE",5,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71341,"Y","M","INC",9,0,0,"2"," ","","",0,0,"F","SIZE",8,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69828,"Y","M","P/FBN",0,0,0,"2"," ","","",0,0,"F","SIZE",4,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50936,"Y","M","P/INC",1,0,0,"1","Y","","",0,0,"M","SIZE",4,11/10/2021,"GB","RUNS AWAY WHEN FLAGGING BUT CAME BACK (MATE WAS ON)",-77.452277,169.235099,"WGS84","CROZ","CROZ"
1,69928,"Y","M","P/INC",9,0,0,"38"," ","","",0,0,"M","SIZE",5,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72873,"Y","M","KC/PBN",0,0,0,"1"," ","","",0,0,"M","EV",1,11/10/2021,"GB","KC WITH UB F WHO IS TAKING ALL HIS ROCKS RIGHT FROM UNDER HIS NOSE (SEE VIDEO)",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70880,"Y","M","P/INC",9,0,1,"36"," ","","",0,0,"M","SIZE",3,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,66027,"Y","M","FBN",0,0,1,"MIS"," ","","",0,0,"M","TIME",2,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79550,"Y","M","P/WBN",0,0,0,"3"," ","","",0,0,"F","TM",2,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71485,"Y","M","P/FBN",0,0,1,"5"," ","","",0,0,"U","",2,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65778,"Y","M","P/PBN",0,0,0,"31"," ","","",0,0,"F","SIZE",3,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79370,"Y","M","INC",9,0,0,"34-35"," ","","",0,0,"M","TIME",5,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65852,"Y","M","P/PBN",0,0,0,"34-35"," ","","",0,0,"M","SIZE",1,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70437,"Y","L","P/INC",8,0,9,"","Y","","",0,0,"U","",4,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71762,"Y","L","P/INC",9,0,0,"LCITY"," ","","",0,0,"U","",10,11/10/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,74927,"Y","M","FBN",0,0,1,"23A"," ","","",0,0,"M","TIME",1,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69286,"Y","M","P/FBN",0,0,1,"8"," ","","",0,0,"F","TM",2,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79162,"Y","M","P/FBN",0,0,0,"8"," ","","",0,0,"M","MTM",1,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72148,"Y","M","P/INC",1,0,0,"23","Y","","",0,0,"U","",1,11/10/2021,"AS","",-77.452697,169.229618,"WGS84","CROZ","CROZ"
1,50395,"Y","M","P/WBN",0,0,0,"23"," ","","",0,0,"U","",1,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,31884,"Y","M","P/PBN",0,0,0,"5"," ","","",0,0,"M","BS",3,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71485,"Y","M","P/PBN",0,0,1,"5"," ","","",0,0,"M","HS",2,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49012,"Y","M","SC",0,0,2,"3"," ","","",0,0,"U","",3,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71439,"Y","M","FBN",0,0,1,"3A"," ","","",0,0,"M","TIME",2,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72030,"Y","M","P/PBN",0,0,1,"3A"," ","","",0,0,"F","BS",1,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65677,"Y","M","P/SC",0,0,0,"2"," ","","",0,0,"M","SIZE",6,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79476,"Y","M","INC",9,0,9,"2"," ","","",0,0,"U","",0,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71341,"Y","M","P/INC",1,0,0,"2","Y","","",0,0,"M","SIZE",4,11/10/2021,"AS","",-77.452638,169.234121,"WGS84","CROZ","CROZ"
1,72062,"Y","M","PBN",0,0,0,"2"," ","","",0,0,"M","TIME",3,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79483,"Y","M","WBN",0,0,0,"12"," ","","",0,0,"M","EV",2,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65912,"Y","M","P/PBN",0,0,0,"8"," ","","",0,0,"F","SIZE",1,11/10/2021,"AS","@ LY SPOT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48379,"Y","M","P/FBN",0,0,0,"7"," ","","",0,0,"M","SIZE",3,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65778,"Y","M","P/PBN",0,0,1,"31"," ","","",0,0,"U","",3,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,74729,"Y","M","P/PBN",0,0,0,"31A"," ","","",0,0,"F","BS",1,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,74569,"Y","L","P/FBN",0,0,0,""," ","","",0,0,"M","SIZE",1,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,66199,"Y","L","PBN",0,0,1,"LIS"," ","","",0,0,"M","EV",1,11/10/2021,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72183,"Y","L","P/PBN",0,0,2,"LBCH"," ","","",0,0,"F","TM",3,11/10/2021,"AS","GPSD",-77.453196,169.239473,"WGS84","CROZ","CROZ"
1,48221,"Y","L","P/PBN",0,0,1,""," ","","",0,0,"F","HS",3,11/10/2021,"AS","~20FT EAST FROM LYT",-77.454145,169.240324,"WGS84","CROZ","CROZ"
1,51373,"Y","EROOK","PBN",0,0,1,""," ","","",0,0,"M","TIME",1,11/11/2021,"AS","AT LYT. GPSD. MALE BY EV ALSO",-77.461555,169.285380,"WGS84","CROZ","CROZ"
1,70578,"Y","EROOK","P/INC",1,0,1,"","Y","","",0,0,"M","EV",1,11/11/2021,"AS","MOVED ONE SUBCOLONY EAST OF PREVIOUS LOCATION. FLAGGED AND GPSD. MALE BY EV AND SIZE",-77.462490,169.285620,"WGS84","CROZ","CROZ"
1,31087,"Y","EROOK","P/WBN",0,0,1,""," ","","",0,0,"F","MEV",2,11/11/2021,"AS","FEMALE BY BILL SIZE ALSO. NEAR OLD SPOT. NO FLAG. DK SAW LATER WITH EGG AND FLAGGED",-77.462215,169.288791,"WGS84","BIRD","CROZ"
1,71525,"Y","EROOK","P/WBN",0,0,0,""," ","","",0,0,"F","BS",3,11/11/2021,"AS","GPSD, PHOTO. NOT FLAGGED",-77.461832,169.289091,"WGS84","CROZ","CROZ"
1,51548,"Y","D","P/PBN",0,0,1,""," ","","",0,0,"M","",3,11/11/2021,"AS","@LYT",-77.460553,169.228429,"WGS84","CROZ","CROZ"
1,51373,"Y","EROOK","FBN",0,0,1,"","N","","",0,0,"U","",1,11/11/2021,"DK","@LYT, VERY SKITTISH",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70578,"Y","EROOK","P/INC",1,0,1,"","N","","",0,0,"M","MTM",1,11/11/2021,"DK","ALSO MALE BY SIZE. AS & GB FLAGGED/GPSD TODAY",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,31087,"Y","EROOK","P/INC",1,0,1,"","Y","","",0,0,"F","SIZE",2,11/11/2021,"DK","GPSD",-77.462206,169.288789,"WGS84","BIRD","CROZ"
1,70578,"Y","EROOK","P/INC",1,0,2,"","Y","","",0,0,"M","SIZE",1,11/11/2021,"GB","MOVED 1 SUBCOLONY EAST FROM LAST YEAR; THEY DON'T SEEM TO CARE VERY MUCH ABOUT THEIR EGG",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,31087,"Y","EROOK","P/INC",1,0,1,"","Y","","",0,0,"F","SIZE",2,11/11/2021,"GB","",0.000000,0.000000,"WGS84","BIRD","CROZ"
1,51548,"Y","D","P/FBN",0,0,1,"","Y","","",0,0,"F","SIZE",3,11/11/2021,"GB","AT LAST YEARS TAG",-77.460553,169.228429,"WGS84","CROZ","CROZ"
1,70297,"Y","B","P/INC",2,0,0,""," ","","",0,0,"M","SIZE",1,11/14/2021,"GB","AT LYT",-77.449007,169.222148,"WGS84","CROZ","CROZ"
1,73059,"Y","B","P/FBN",0,0,1,""," ","","",0,0,"M","SIZE",5,11/14/2021,"GB","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65464,"Y","B","P/INC",1,0,1,""," ","","",0,0,"M","MTM",6,11/14/2021,"GB","AT LYT",-77.449411,169.225030,"WGS84","CROZ","CROZ"
