proofed,bandnumb,bandseen,location,status,nuegg,nuch,bandgap,subcolony,flagged,chick1size,chick2size,chick1age,chick2age,sex,sexhow,nestpos,date,initials,notes,lat,lon,datum,orig_col,colony
1,72062,"Y","M","SC",0,0,1,"2"," ","","",0,0,"M","TIME",2,10/29/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48391,"Y","M","P/FBN",0,0,2,"20"," ","","",0,0,"F","MEV",1,10/29/2019,"AS","ALONE AT DIFFERENT NEST 2 DAYS AGO, PROBABLY SEXED MALE BY TIMING",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,75932,"Y","M","DEAD",0,0,0,"16-22","N","","",0,0,"U","",0,10/30/2019,"VM","DEAD CHICK. BAND REMOVED.",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50416,"Y","M","KC/SC",0,0,0,"7","N","","",0,0,"U","",2,10/30/2019,"VM","GDR REMOVED TODAY.",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,75850,"Y","M","DEAD",0,0,0,"18","N","","",0,0,"U","",0,10/27/2019,"VM","DEAD CHICK. BAND REMOVED.",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,62212,"Y","M","P/SC",0,0,1,"2"," ","","",0,0,"M","BS",1,10/30/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49012,"Y","M","P/SC",0,0,2,"3"," ","","",0,0,"U","",2,10/30/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70816,"Y","M","P/PBN",0,0,2,"2"," ","","",0,0,"M","BS",1,10/31/2019,"AS","@GDR FLAG",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48326,"Y","M","PBN",0,0,0,"6","N","","",0,0,"M","TIME",1,10/31/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,47515,"Y","M","P/PBN",0,0,1,"3"," ","","",0,0,"M","BS",1,10/31/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72062,"Y","M","FBN",0,0,2,"2"," ","","",0,0,"M","TIME",3,10/31/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,62212,"Y","M","P/PBN",0,0,1,"1"," ","","",0,0,"M","EV",2,10/31/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,47515,"Y","M","FBN",0,0,0,"3","N","","",0,0,"M","SIZE",1,10/31/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50976,"Y","M","P/FBN",0,0,1,"39-40"," ","","",0,0,"U","",2,10/31/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,32426,"Y","M","P/FBN",0,0,1,"1"," ","","",0,0,"M","SIZE",2,10/31/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71030,"Y","M","SC",0,0,1,"WB2"," ","","",0,0,"M","TIME",2,10/31/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50936,"Y","M","SC",0,0,2,"1"," ","","",0,0,"M","TIME",3,10/31/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71030,"Y","M","SC",0,0,0,"WB2"," ","","",0,0,"M","TIME",3,10/31/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72869,"Y","M","SC",0,0,1,"2"," ","","",0,0,"M","TIME",1,10/31/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50416,"Y","M","P/PBN",0,0,9,"7","N","","",0,0,"M","BS",1,11/01/2019,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72869,"Y","M","P/PBN",0,0,9,"1"," ","","",0,0,"U","",1,11/01/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70816,"Y","M","P/FBN",0,0,1,"2"," ","","",0,0,"M","BS",1,11/02/2019,"AS","@GDR FLAG FOR 62335",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71411,"Y","M","PBN",0,0,1,"2"," ","","",0,0,"M","TIME",5,11/02/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,62212,"Y","M","P/PBN",0,0,1,"1"," ","","",0,0,"M","COP",2,11/02/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,32426,"Y","M","FBN",0,0,1,"1"," ","","",0,0,"M","EV",2,11/02/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50936,"Y","M","PBN",0,0,2,"1"," ","","",0,0,"M","TIME",3,11/02/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49779,"Y","M","P/PBN",0,0,2,"38"," ","","",0,0,"F","TM",9,11/02/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71030,"Y","M","PBN",0,0,1,"WB2"," ","","",0,0,"M","EV",2,11/02/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48391,"Y","M","SC",0,0,2,"20"," ","","",0,0,"M","TIME",1,10/27/2019,"AS","",0.000000,0.000000,"","","CROZ"
1,41854,"Y","M","P/WBN",0,0,1,"3"," ","","",0,0,"F","BS",1,10/30/2019,"PL","",0.000000,0.000000,"WGS84","","CROZ"
1,73014,"Y","M","P/FBN",0,0,2,"3940"," ","","",0,0,"M","BS",2,11/05/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,51069,"Y","M","P/PBN",0,0,1,"3","Y","","",0,0,"F","SIZE",2,11/05/2019,"PL","gdr removed today",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70766,"Y","M","STD",0,0,1,"3"," ","","",0,0,"U","",0,11/05/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70770,"Y","M","P/FBN",0,0,2,"3"," ","","",0,0,"M","BS",1,11/05/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70306,"Y","M","STD",0,0,0,"WB2"," ","","",0,0,"M","EV",0,11/05/2019,"PL","appeared to have just arrived at colony, started a ruckus bc the nest site it wanted was already occupied so just stood in the middle of 4+ nests making troube and EVing",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69555,"Y","M","P/FBN",0,0,2,"17"," ","","",0,0,"F","BS",1,11/05/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50945,"Y","M","P/FBN",0,0,0,"9-10"," ","","",0,0,"M","SIZE",3,11/05/2019,"AS","GDR RETRIEVED TODAY. 3RD TIME FOR THIS BIRD!",-77.452168,169.233373,"WGS84","CROZ","CROZ"
1,62212,"Y","M","P/PBN",0,0,1,"1"," ","","",0,0,"M","MTM",2,11/05/2019,"AS","WOULD HAVE SAID FEMALE IF ONLY LOOKING AT BS",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71555,"Y","M","P/FBN",0,0,2,"1"," ","","",0,0,"M","BS",2,11/05/2019,"AS","2 NESTS FROM 62212",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70816,"Y","M","P/FBN",0,0,2,"2"," ","","",0,0,"M","BS",1,11/05/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46514,"Y","M","PBN",0,0,0,"2"," ","","",0,0,"M","TIME",6,11/05/2019,"AS","RETRIEVED GDR TODAY",-77.452615,169.234026,"WGS84","CROZ","CROZ"
1,72062,"Y","M","PBN",0,0,2,"2"," ","","",0,0,"M","TIME",3,11/05/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70512,"Y","M","P/PBN",0,0,1,"2"," ","","",0,0,"M","BS",2,11/05/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72140,"Y","M","P/PBN",0,0,0,"2"," ","","",0,0,"M","BS",9,11/05/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50936,"Y","M","P/SC",0,0,2,"1"," ","","",0,0,"M","BS",3,11/05/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71632,"Y","M","P/FBN",0,0,0,"2"," ","","",0,0,"F","BS",3,11/05/2019,"AS","GDR RETRIEVED TODAY",-77.452812,169.234621,"WGS84","CROZ","CROZ"
1,46478,"Y","M","P/FBN",0,0,0,"2"," ","","",0,0,"U","",3,11/05/2019,"AS","GDR RETRIEVED, MALE?",-77.452830,169.234535,"WGS84","CROZ","CROZ"
1,72869,"Y","M","P/SC",0,0,1,"2"," ","","",0,0,"U","",1,11/05/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,75928,"Y","M","DEAD",0,0,9,""," ","","",0,0,"U","",0,11/05/2019,"AS","DEAD CHICK NEAR 16-22. REMOVED",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,51242,"Y","5","P/PBN",0,0,2,"M","N","","",0,0,"M","BS",1,11/05/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50416,"Y","7","P/WBN",0,0,0,"M","N","","",0,0,"M","BS",1,11/05/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71748,"Y","M","P/SC",0,0,0,"34-35","N","","",0,0,"M","COP",3,11/05/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48326,"Y","M","P/FBN",0,0,9,"M"," ","","",0,0,"M","BS",4,11/05/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50395,"Y","23","P/PBN",0,0,9,"M","Y","","",0,0,"U","",0,11/05/2019,"VM","GDR RETRIEVED TODAY",-77.452609,169.229511,"WGS84","CROZ","CROZ"
1,51491,"Y","23","P/SC",0,0,9,"M","Y","","",0,0,"U","",0,11/05/2019,"VM","GDR RETRIEVED TODAY",-77.452546,169.229530,"WGS84","CROZ","CROZ"
1,71164,"Y","L","P/SC",0,0,0,"L","Y","","",0,0,"M","SIZE",2,11/05/2019,"VM","GDR RETRIEVED TODAY",-77.454111,169.236186,"WGS84","CROZ","CROZ"
1,71801,"Y","M","P/PBN",0,0,1,"8","N","","",0,0,"M","BS",3,11/06/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,51242,"Y","M","P/PBN",0,0,0,"5"," ","","",0,0,"M","BS",1,11/06/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48840,"Y","B","SC",0,0,0,"","Y","","",0,0,"M","TIME",4,11/06/2019,"AS","RETRIEVED GDR",-77.451614,169.231418,"WGS84","CROZ","CROZ"
1,71884,"Y","M","P/FBN",0,0,0,"5","N","","",0,0,"F","BS",3,11/06/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50945,"Y","M","P/FBN",0,0,0,"9-10"," ","","",0,0,"U","",4,11/06/2019,"AS","SEEMS CONTENT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50416,"Y","M","P/WBN",0,0,9,"7"," ","","",0,0,"U","",1,11/06/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70816,"Y","M","P/FBN",0,0,2,"2"," ","","",0,0,"M","",1,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50395,"Y","M","P/WBN",0,0,0,"23"," ","","",0,0,"U","",2,11/06/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71411,"Y","M","PBN",0,0,1,"2"," ","","",0,0,"M","TIME",5,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,51491,"Y","M","P/PBN",0,0,0,"23"," ","","",0,0,"M","BS",3,11/06/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,62012,"Y","M","PBN",0,0,0,"8"," ","","",0,0,"U","",3,11/06/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46514,"Y","M","P/PBN",0,0,0,"2"," ","","",0,0,"U","",4,11/06/2019,"AS","MOVED UPHILL ~40 FT FROM NEST SITE FROM YESTERDAY (WHERE WE RETRIEVED HIS GDR). LOOKS HAPPIER NOW THAT HE HAS A GIRLFRIEND",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72158,"Y","M","P/WBN",0,0,1,"1"," ","","",0,0,"F","TM",4,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71748,"Y","M","SC",0,0,0,"34-35","N","","",0,0,"M","EV",0,11/06/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,62212,"Y","M","P/SC",0,0,1,"1"," ","","",0,0,"M","MTM",2,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49347,"Y","M","PBN",0,0,1,"31"," ","","",0,0,"U","",3,11/06/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71555,"Y","M","P/PBN",0,0,1,"1"," ","","",0,0,"M","BS",2,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50936,"Y","M","P/PBN",0,0,2,"1"," ","","",0,0,"U","",3,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72963,"Y","M","P/PBN",0,0,1,"39-40","N","","",0,0,"F","SIZE",3,11/06/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72140,"Y","M","P/FBN",0,0,0,"2"," ","","",0,0,"U","",6,11/06/2019,"AS","FEMALE?",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72095,"Y","M","P/SC",0,0,2,"38"," ","","",0,0,"M","EV",3,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49012,"Y","M","P/SC",0,0,2,"3"," ","","",0,0,"M","EV",2,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71953,"Y","M","P/SC",0,0,1,"37"," ","","",0,0,"F","BS",2,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70776,"Y","M","P/PBN",0,0,2,"3"," ","","",0,0,"M","COP",1,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49779,"Y","M","P/FBN",0,0,2,"38"," ","","",0,0,"U","",9,11/06/2019,"AS","FEMALE?",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70766,"Y","M","STD",0,0,2,"3"," ","","",0,0,"M","EV",0,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71632,"Y","M","P/FBN",0,0,0,"2"," ","","",0,0,"U","",3,11/06/2019,"AS","LOOKS HAPPY",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46478,"Y","M","P/PBN",0,0,0,"2"," ","","",0,0,"M","BS",4,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,51121,"Y","M","P/SC",0,0,1,"4"," ","","",0,0,"M","MTM",4,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72869,"Y","M","P/PBN",0,0,2,"2"," ","","",0,0,"M","BS",1,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69876,"Y","M","P/PBN",0,0,1,"4A"," ","","",0,0,"M","HS",1,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69828,"Y","M","P/PBN",0,0,2,"2"," ","","",0,0,"F","BS",5,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71600,"Y","M","P/FBN",0,0,2,"2"," ","","",0,0,"U","",2,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,51069,"Y","M","P/FBN",0,0,0,"3"," ","","",0,0,"F","HS",2,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71722,"Y","L","P/PBN",0,0,1,""," ","","",0,0,"F","BS",1,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71969,"Y","M","SC",0,0,1,"WB2"," ","","",0,0,"M","TIME",1,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70990,"Y","L","P/INC",1,0,1,"","Y","","",0,0,"F","BS",2,11/06/2019,"AS","FIRST KA NEST FOR 1920. UB ON.",-77.453383,169.237809,"WGS84","CROZ","CROZ"
1,72004,"Y","M","P/FBN",0,0,0,"3A"," ","","",0,0,"F","BS",3,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71030,"Y","M","P/PBN",0,0,1,"WB2"," ","","",0,0,"M","EV",2,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72138,"Y","M","P/SC",0,0,1,"39-40"," ","","",0,0,"F","TM",1,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70685,"Y","M","P/PBN",0,0,2,"39-40"," ","","",0,0,"U","",5,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70593,"Y","L","P/PBN",0,0,1,""," ","","",0,0,"M","BS",3,11/06/2019,"AS","@LYT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50976,"Y","M","P/PBN",0,0,1,"39-40"," ","","",0,0,"U","",3,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,73014,"Y","M","P/PBN",0,0,2,"39-40"," ","","",0,0,"F","SIZE",1,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50998,"Y","M","P/FBN",0,0,1,"39-40"," ","","",0,0,"F","HS",2,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,47515,"Y","M","P/FBN",0,0,1,"3"," ","","",0,0,"M","BS",1,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71091,"Y","M","P/SC",0,0,1,"WB2"," ","","",0,0,"F","SIZE",1,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70482,"Y","M","SC",0,0,2,"3"," ","","",0,0,"M","EV",1,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72183,"Y","L","P/PBN",0,0,1,""," ","","",0,0,"M","SIZE",2,11/06/2019,"AS","LBEACH",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49869,"Y","M","STD",0,0,1,"3"," ","","",0,0,"U","",0,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72963,"Y","M","P/PBN",0,0,1,"39-40"," ","","",0,0,"F","SIZE",3,11/06/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71447,"Y","M","P/PBN",0,0,1,"3"," ","","",0,0,"F","BS",1,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72963,"Y","M","P/PBN",0,0,1,"39-40"," ","","",0,0,"F","BS",3,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71164,"Y","L","SC",0,0,0,""," ","","",0,0,"M","TIME",1,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70437,"Y","L","P/SC",0,0,1,""," ","","",0,0,"F","SIZE",2,11/06/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71949,"Y","L","P/PBN",0,0,0,""," ","","",0,0,"M","BS",1,11/07/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50416,"Y","M","P/WBN",0,0,9,"7","N","","",0,0,"U","",1,11/07/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48391,"Y","M","P/SC",0,0,2,"20","N","","",0,0,"U","",2,11/07/2019,"VM","FEMALE BY SIZE?",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72148,"Y","M","P/PBN",0,0,0,"23","N","","",0,0,"F","BS",1,11/07/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50197,"Y","N","P/INC",1,0,2,"","Y","","",0,0,"M","BS",3,11/07/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,56464,"Y","B","P/WBN",0,0,0,"","N","","",0,0,"M","BS",3,11/07/2019,"VM","",0.000000,0.000000,"WGS84","","CROZ"
1,70593,"Y","L","P/PBN",0,0,1,""," ","","",0,0,"U","",3,11/07/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,41854,"Y","M","P/FBN",0,0,1,"3"," ","","",0,0,"F","SIZE",1,11/07/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49869,"Y","M","P/SC",0,0,1,"3"," ","","",0,0,"F","SIZE",3,11/07/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,73014,"Y","M","P/PBN",0,0,1,"39-40"," ","","",0,0,"U","",1,11/07/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,45221,"Y","B","SC",0,0,0,""," ","","",0,0,"M","TIME",1,11/07/2019,"PL","@ LYT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,73059,"Y","B","FBN",0,0,1,""," ","","",0,0,"M","EV",2,11/07/2019,"PL","@ LYT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69692,"Y","C","PBN",0,0,0,""," ","","",0,0,"M","TIME",1,11/08/2019,"PL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71816,"Y","M","P/PBN",0,0,1,"39-40","Y","","",0,0,"M","TIME",1,11/08/2019,"PL","RETRIEVED GDR, FLAGGED AND GPSed NEST",-77.452876,169.236027,"WGS84","CROZ","CROZ"
1,71915,"Y","M","SC",0,0,1,"2"," ","","",0,0,"M","TIME",1,11/07/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72062,"Y","M","P/FBN",0,0,2,"2"," ","","",0,0,"M","BS",3,11/07/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72158,"Y","M","P/WBN",0,0,1,"1"," ","","",0,0,"M","BS",5,11/07/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69828,"Y","M","P/PBN",0,0,1,"2"," ","","",0,0,"U","",0,11/07/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69555,"Y","M","P/FBN",0,0,1,"17"," ","","",0,0,"F","BS",2,11/07/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48840,"Y","B","P/PBN",0,0,0,""," ","","",0,0,"M","EV",4,11/07/2019,"AS","RETRIEVED GDR TODAY",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71381,"Y","N","P/PBN",0,0,1,"","Y","","",0,0,"M","BS",5,11/07/2019,"AS","DID NOT GPS",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72174,"Y","B","P/PBN",0,0,2,""," ","","",0,0,"M","BS",3,11/07/2019,"AS","1 NEST POSITION FROM LYT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71433,"Y","N","P/PBN",0,0,1,""," ","","",0,0,"F","BS",1,11/07/2019,"AS","@LYT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70516,"Y","N","PBN",0,0,1,""," ","","",0,0,"M","TIME",2,11/07/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71476,"Y","P","P/PBN",0,0,1,""," ","","",0,0,"M","EV",1,11/08/2019,"AS","@LYT, MALE BY BS",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50723,"Y","P","FBN",0,0,2,""," ","","",0,0,"M","TIME",1,11/08/2019,"AS","@LYT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46527,"Y","P","P/FBN",0,0,1,""," ","","",0,0,"F","BS",1,11/08/2019,"AS","@LYT, FEMALE BY SIZE",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70399,"Y","P","P/INC",1,0,1,"","Y","","",0,0,"F","TM",3,11/08/2019,"AS","~5M FROM LYT, GATHERING PEBBLES, UB ON NEST.",-77.455564,169.220932,"WGS84","CROZ","CROZ"
1,5902,"Y","P","P/PBN",0,0,0,""," ","","",0,0,"M","BS",3,11/08/2019,"AS","1 NEST POSITION UPHILL FROM LYT",0.000000,0.000000,"WGS84","BIRD","CROZ"
1,46746,"Y","P","P/PBN",0,0,1,""," ","","",0,0,"M","MTM",2,11/08/2019,"AS","NEAR LYT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50494,"Y","P","P/PBN",0,0,0,""," ","","",0,0,"M","BS",5,11/08/2019,"AS","1 NEST POSITION DOWNHILL OF LYT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46408,"Y","M","P/SC",0,0,0,"2"," ","","",0,0,"U","",6,11/08/2019,"AS","RETRIEVED GDR TODAY",-77.452784,169.234504,"WGS84","CROZ","CROZ"
1,71600,"Y","M","P/PBN",0,0,2,"2"," ","","",0,0,"U","",2,11/08/2019,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,32189,"Y","M","P/PBN",0,0,0,"1A"," ","","",0,0,"M","BS",2,11/08/2019,"AS","@LYT, RETRIEVED GDR TODAY",-77.452340,169.233094,"WGS84","CROZ","CROZ"
1,71721,"Y","QR","P/FBN",0,0,0,"","Y","","",0,0,"F","SIZE",1,11/08/2019,"VM","NOT SURE 100% ABOUT THE SEX",-77.456621,169.227797,"WGS84","CROZ","CROZ"
1,71050,"Y","QR","P/SC",0,0,0,"","N","","",0,0,"M","BS",2,11/08/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50494,"Y","P","P/PBN",0,0,0,"","N","","",0,0,"M","BS",4,11/08/2019,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46226,"Y","P","P/FBN",0,0,0,"","N","","",0,0,"M","BS",1,11/08/2019,"VM","MALE BY SIZE",0.000000,0.000000,"WGS84","CROZ","CROZ"
